
                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022a Update 5 (9.12.0.2039608) 64-bit (glnxa64)
                              August 12, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >>  1 looptimes , 1 training times , load amp = 0.640580 , bias = 7.700000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 1.300000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 5.300000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 3.700000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 3.300000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 9.000000e-02 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 6.500000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 7.300000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 6.100000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 8.500000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 5.000000e-02 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 1.700000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 2.100000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 2.500000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 2.900000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 4.100000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 4.500000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 4.900000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 5.700000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 6.900000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 8.100000e-01 , 
 load begin = 1 , load end = 30 
 looptime = 1 , training times = 1 , epoches = 1 , iteration = 80 , loss = 9.533918e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 1 , iteration = 160 , loss = 7.032513e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 1 , iteration = 240 , loss = 6.401393e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 1 , iteration = 320 , loss = 5.898659e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 1 , iteration = 400 , loss = 5.619102e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 2 , iteration = 480 , loss = 5.090218e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 2 , iteration = 560 , loss = 4.613182e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 2 , iteration = 640 , loss = 4.264906e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 2 , iteration = 720 , loss = 4.000929e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 2 , iteration = 800 , loss = 3.869848e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 3 , iteration = 880 , loss = 3.823926e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 3 , iteration = 960 , loss = 3.680005e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 3 , iteration = 1040 , loss = 3.738008e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 3 , iteration = 1120 , loss = 3.558372e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 3 , iteration = 1200 , loss = 7.339992e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 4 , iteration = 1280 , loss = 3.507682e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 4 , iteration = 1360 , loss = 3.703810e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 4 , iteration = 1440 , loss = 4.763326e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 4 , iteration = 1520 , loss = 3.440288e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 4 , iteration = 1600 , loss = 3.915964e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 5 , iteration = 1680 , loss = 3.583578e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 5 , iteration = 1760 , loss = 4.136772e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 5 , iteration = 1840 , loss = 3.438744e-03 , learnRate = 1.000000e-02 
 looptime = 1 , training times = 1 , epoches = 5 , iteration = 1920 , loss = 3.435384e-03 , learnRate = 1.000000e-02 
